Column1;id;geometry;x;y;ulica;orientacne cislo;ulica_cislo;Typ budovy;Mestsk‡ ‹asé;M‰;Katastr‡lne œzemie;Pribliìnù po‹et bytov
150;17323;POINT (21.226099 48.7089694);21.226099;48.7089694;Brnensk‡;32;Brnensk‡ 32;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
151;17324;POINT (21.2261217 48.7089075);21.2261217;48.7089075;Brnensk‡;30;Brnensk‡ 30;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
152;17326;POINT (21.2261444 48.7088457);21.2261444;48.7088457;Brnensk‡;28;Brnensk‡ 28;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
153;17330;POINT (21.226258 48.7085363);21.226258;48.7085363;Brnensk‡;18;Brnensk‡ 18;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
154;17256;POINT (21.2230829 48.7080882);21.2230829;48.7080882;Bratislavsk‡;60;Bratislavsk‡ 60;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
155;17331;POINT (21.2262807 48.7084744);21.2262807;48.7084744;Brnensk‡;16;Brnensk‡ 16;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
156;17341;POINT (21.2663755 48.7596303);21.2663755;48.7596303;Helsinsk‡;13;Helsinsk‡ 13;Bytovù dom;Koäice-S’dlisko èahanovce;S’dlisko èahanovce;NovŽ èahanovce;10.0
157;17346;POINT (21.2263415 48.708427);21.2263415;48.708427;Brnensk‡;14;Brnensk‡ 14;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
158;17347;POINT (21.2264637 48.7083891);21.2264637;48.7083891;Brnensk‡;12;Brnensk‡ 12;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
159;17350;POINT (21.2253949 48.7116554);21.2253949;48.7116554;Brnensk‡;81;Brnensk‡ 81;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
160;17353;POINT (21.2254263 48.7115737);21.2254263;48.7115737;Brnensk‡;79;Brnensk‡ 79;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
161;17355;POINT (21.2254891 48.7114101);21.2254891;48.7114101;Brnensk‡;75;Brnensk‡ 75;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
162;17356;POINT (21.2254819 48.7113289);21.2254819;48.7113289;Brnensk‡;73;Brnensk‡ 73;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
163;17359;POINT (21.2254747 48.7112477);21.2254747;48.7112477;Brnensk‡;71;Brnensk‡ 71;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
164;17310;POINT (21.2258813 48.7097236);21.2258813;48.7097236;Brnensk‡;52;Brnensk‡ 52;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
165;17308;POINT (21.2258307 48.7098916);21.2258307;48.7098916;Brnensk‡;56;Brnensk‡ 56;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
166;17306;POINT (21.2258764 48.7102982);21.2258764;48.7102982;Brnensk‡;66;Brnensk‡ 66;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
167;17305;POINT (21.2258856 48.7103795);21.2258856;48.7103795;Brnensk‡;68;Brnensk‡ 68;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
168;17259;POINT (21.3044311 48.6759402);21.3044311;48.6759402;Galaktick‡;34;Galaktick‡ 34;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;23.0
169;17260;POINT (21.3045976 48.6758181);21.3045976;48.6758181;Galaktick‡;36;Galaktick‡ 36;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;23.0
170;17263;POINT (21.2230689 48.7079286);21.2230689;48.7079286;Bratislavsk‡;64;Bratislavsk‡ 64;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
171;17266;POINT (21.2230478 48.7078452);21.2230478;48.7078452;Bratislavsk‡;66;Bratislavsk‡ 66;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
172;17269;POINT (21.2228618 48.7076857);21.2228618;48.7076857;Bratislavsk‡;70;Bratislavsk‡ 70;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
173;17270;POINT (21.2234757 48.7123185);21.2234757;48.7123185;Hodon’nska;20;Hodon’nska 20;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
174;17273;POINT (21.2222668 48.7100926);21.2222668;48.7100926;Trnavsk‡;78;Trnavsk‡ 78;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
175;17274;POINT (21.2222568 48.710028);21.2222568;48.710028;Trnavsk‡;80;Trnavsk‡ 80;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
176;17277;POINT (21.2221515 48.7093566);21.2221515;48.7093566;Trnavsk‡;100;Trnavsk‡ 100;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
177;17278;POINT (21.2222065 48.7097656);21.2222065;48.7097656;Trnavsk‡;88;Trnavsk‡ 88;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
178;17280;POINT (21.2225464 48.7112766);21.2225464;48.7112766;Trnavsk‡;10;Trnavsk‡ 10;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
179;17285;POINT (21.2221306 48.7071073);21.2221306;48.7071073;Pieäéansk‡;2;Pieäéansk‡ 2;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
180;17287;POINT (21.2221809 48.70956);21.2221809;48.70956;Trnavsk‡;94;Trnavsk‡ 94;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
181;17290;POINT (21.2207346 48.7064144);21.2207346;48.7064144;PlzeËsk‡;32;PlzeËsk‡ 32;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
182;17291;POINT (21.2225555 48.71158);21.2225555;48.71158;PlzeËsk‡;7;PlzeËsk‡ 7;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
183;17292;POINT (21.2205372 48.7089441);21.2205372;48.7089441;PlzeËsk‡;2D;PlzeËsk‡ 2D;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
184;17295;POINT (21.2262353 48.7085982);21.2262353;48.7085982;Brnensk‡;20;Brnensk‡ 20;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
185;17300;POINT (21.2248656 48.7126475);21.2248656;48.7126475;Hodon’nska;7;Hodon’nska 7;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
186;17301;POINT (21.2248605 48.7127597);21.2248605;48.7127597;Hodon’nska;5;Hodon’nska 5;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
187;17670;POINT (21.2684434 48.7562393);21.2684434;48.7562393;Berl’nska;5;Berl’nska 5;Bytovù dom;Koäice-S’dlisko èahanovce;S’dlisko èahanovce;NovŽ èahanovce;7.0
188;17689;POINT (21.2336106 48.7247336);21.2336106;48.7247336;Popradsk‡;28A;Popradsk‡ 28A;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
189;17153;POINT (21.2215516 48.7098671);21.2215516;48.7098671;PlzeËsk‡;49;PlzeËsk‡ 49;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
190;18024;POINT (21.2330101 48.7299024);21.2330101;48.7299024;Detvianska;17;Detvianska 17;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
191;18008;POINT (21.2699634 48.7532684);21.2699634;48.7532684;Budapeätianska;14;Budapeätianska 14;Bytovù dom;Koäice-S’dlisko èahanovce;S’dlisko èahanovce;NovŽ èahanovce;19.0
192;18011;POINT (21.2103195 48.7136222);21.2103195;48.7136222;‰ord‡kova;7;‰ord‡kova 7;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;3.0
193;18013;POINT (21.2078619 48.7143625);21.2078619;48.7143625;‰ord‡kova;39;‰ord‡kova 39;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;12.0
194;18015;POINT (21.23134 48.7312044);21.23134;48.7312044;Liptovsk‡;5;Liptovsk‡ 5;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
195;18017;POINT (21.2316878 48.7308211);21.2316878;48.7308211;Oravsk‡;4;Oravsk‡ 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
196;18018;POINT (21.2318496 48.7309353);21.2318496;48.7309353;Oravsk‡;6;Oravsk‡ 6;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
197;18019;POINT (21.2323095 48.7312522);21.2323095;48.7312522;Oravsk‡;12;Oravsk‡ 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
198;18021;POINT (21.2321459 48.7307928);21.2321459;48.7307928;Oravsk‡;3;Oravsk‡ 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
199;18023;POINT (21.2319872 48.7306807);21.2319872;48.7306807;Oravsk‡;1;Oravsk‡ 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
200;18026;POINT (21.2339247 48.7296278);21.2339247;48.7296278;Detvianska;9;Detvianska 9;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
201;18003;POINT (21.2315099 48.7313228);21.2315099;48.7313228;Liptovsk‡;7;Liptovsk‡ 7;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
202;18028;POINT (21.234331 48.7294171);21.234331;48.7294171;Detvianska;5;Detvianska 5;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;2.0
203;18029;POINT (21.2345124 48.7293158);21.2345124;48.7293158;Detvianska;3;Detvianska 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
204;18032;POINT (21.2347505 48.7291935);21.2347505;48.7291935;Detvianska;1;Detvianska 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
205;18034;POINT (21.2358958 48.7283662);21.2358958;48.7283662;Star‡ spiäsk‡ cesta;18D;Star‡ spiäsk‡ cesta 18D;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
206;18042;POINT (21.2076263 48.7131535);21.2076263;48.7131535;Klimkovi‹ova;24;Klimkovi‹ova 24;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;13.0
207;18043;POINT (21.207338 48.7134752);21.207338;48.7134752;Klimkovi‹ova;28;Klimkovi‹ova 28;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;6.0
208;18045;POINT (21.210457 48.7128719);21.210457;48.7128719;Klimkovi‹ova;2;Klimkovi‹ova 2;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;11.0
209;18046;POINT (21.2103096 48.7128501);21.2103096;48.7128501;Klimkovi‹ova;4;Klimkovi‹ova 4;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;11.0
210;18051;POINT (21.2372091 48.7296501);21.2372091;48.7296501;Sl‡dkovi‹ova;6;Sl‡dkovi‹ova 6;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
211;18006;POINT (21.2698368 48.7534043);21.2698368;48.7534043;Budapeätianska;16;Budapeätianska 16;Bytovù dom;Koäice-S’dlisko èahanovce;S’dlisko èahanovce;NovŽ èahanovce;19.0
212;18002;POINT (21.2316491 48.7314386);21.2316491;48.7314386;Liptovsk‡;9;Liptovsk‡ 9;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
213;17690;POINT (21.2331726 48.7246428);21.2331726;48.7246428;Popradsk‡;28B;Popradsk‡ 28B;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
214;17968;POINT (21.2102082 48.7152443);21.2102082;48.7152443;‰ord‡kova;26;‰ord‡kova 26;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;11.0
215;17944;POINT (21.2324075 48.7293516);21.2324075;48.7293516;Nitrianska;10;Nitrianska 10;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
216;17946;POINT (21.2321453 48.7300113);21.2321453;48.7300113;Nitrianska;3;Nitrianska 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
217;17948;POINT (21.2319789 48.7302633);21.2319789;48.7302633;Star‡ spiäsk‡ cesta;24;Star‡ spiäsk‡ cesta 24;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
218;17950;POINT (21.2297616 48.7316479);21.2297616;48.7316479;Tren‹ianska;2;Tren‹ianska 2;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
219;17952;POINT (21.2309434 48.7312164);21.2309434;48.7312164;Liptovsk‡;4;Liptovsk‡ 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
220;17955;POINT (21.272225 48.7548447);21.272225;48.7548447;Varäavsk‡;14;Varäavsk‡ 14;Bytovù dom;Koäice-S’dlisko èahanovce;S’dlisko èahanovce;NovŽ èahanovce;8.0
221;17956;POINT (21.272347 48.7547146);21.272347;48.7547146;Varäavsk‡;13;Varäavsk‡ 13;Bytovù dom;Koäice-S’dlisko èahanovce;S’dlisko èahanovce;NovŽ èahanovce;8.0
222;17961;POINT (21.2074217 48.7165673);21.2074217;48.7165673;Janigova;9;Janigova 9;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;8.0
223;17964;POINT (21.207655 48.7166014);21.207655;48.7166014;Janigova;11;Janigova 11;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;8.0
224;17971;POINT (21.2304151 48.7315267);21.2304151;48.7315267;Tren‹ianska;3;Tren‹ianska 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
225;18001;POINT (21.2323529 48.7317225);21.2323529;48.7317225;Palmov‡;12;Palmov‡ 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
226;17972;POINT (21.2310499 48.7313308);21.2310499;48.7313308;Liptovsk‡;6;Liptovsk‡ 6;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
227;17975;POINT (21.2312485 48.7314502);21.2312485;48.7314502;Liptovsk‡;8;Liptovsk‡ 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
228;17977;POINT (21.2315771 48.7319073);21.2315771;48.7319073;Liptovsk‡;14;Liptovsk‡ 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
229;17993;POINT (21.2318573 48.7319058);21.2318573;48.7319058;Liptovsk‡;16;Liptovsk‡ 16;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
230;17994;POINT (21.2319886 48.7320048);21.2319886;48.7320048;Liptovsk‡;18;Liptovsk‡ 18;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
231;17996;POINT (21.2315047 48.7322885);21.2315047;48.7322885;Tren‹ianska;17;Tren‹ianska 17;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
232;17997;POINT (21.231655 48.7324011);21.231655;48.7324011;Tren‹ianska;19;Tren‹ianska 19;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
233;17998;POINT (21.2323326 48.7322214);21.2323326;48.7322214;Palmov‡;22;Palmov‡ 22;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
234;18000;POINT (21.2322404 48.7324712);21.2322404;48.7324712;Palmov‡;18;Palmov‡ 18;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
235;18053;POINT (21.237146 48.7299435);21.237146;48.7299435;Sl‡dkovi‹ova;10;Sl‡dkovi‹ova 10;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
236;18055;POINT (21.2371054 48.7301192);21.2371054;48.7301192;Sl‡dkovi‹ova;14;Sl‡dkovi‹ova 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
237;18060;POINT (21.2370829 48.7302402);21.2370829;48.7302402;Sl‡dkovi‹ova;16;Sl‡dkovi‹ova 16;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
238;18130;POINT (21.2355218 48.7304362);21.2355218;48.7304362;Olivov‡;13;Olivov‡ 13;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
239;18111;POINT (21.236725 48.7292629);21.236725;48.7292629;Star‡ spiäsk‡ cesta;7;Star‡ spiäsk‡ cesta 7;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
240;18113;POINT (21.2362791 48.7295193);21.2362791;48.7295193;Fak¼ov‡;4;Fak¼ov‡ 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
241;18115;POINT (21.2361842 48.7299641);21.2361842;48.7299641;Fak¼ov‡;12;Fak¼ov‡ 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
242;18116;POINT (21.2103522 48.7135153);21.2103522;48.7135153;‰ord‡kova;5;‰ord‡kova 5;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;3.0
243;18117;POINT (21.2104047 48.7133621);21.2104047;48.7133621;‰ord‡kova;3;‰ord‡kova 3;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;18.0
244;18118;POINT (21.2104385 48.7132554);21.2104385;48.7132554;‰ord‡kova;1;‰ord‡kova 1;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;18.0
245;18124;POINT (21.2361318 48.7303163);21.2361318;48.7303163;Fak¼ov‡;16;Fak¼ov‡ 16;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
246;18126;POINT (21.2360245 48.7309842);21.2360245;48.7309842;Fak¼ov‡;24;Fak¼ov‡ 24;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
247;18128;POINT (21.235504 48.7305883);21.235504;48.7305883;Olivov‡;15;Olivov‡ 15;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
248;18132;POINT (21.23559 48.7301025);21.23559;48.7301025;Olivov‡;9;Olivov‡ 9;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
249;18061;POINT (21.2370514 48.7305212);21.2370514;48.7305212;Sl‡dkovi‹ova;20;Sl‡dkovi‹ova 20;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
250;18135;POINT (21.2356746 48.7296689);21.2356746;48.7296689;Olivov‡;3;Olivov‡ 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
251;18138;POINT (21.2356946 48.7295016);21.2356946;48.7295016;Olivov‡;1A;Olivov‡ 1A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
252;18141;POINT (21.2352672 48.7297801);21.2352672;48.7297801;Olivov‡;4;Olivov‡ 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
253;18142;POINT (21.2352517 48.7298767);21.2352517;48.7298767;Olivov‡;6;Olivov‡ 6;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
254;18144;POINT (21.2352096 48.7300666);21.2352096;48.7300666;Olivov‡;8;Olivov‡ 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
255;18146;POINT (21.2351583 48.730364);21.2351583;48.730364;Olivov‡;12;Olivov‡ 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
256;18147;POINT (21.2349663 48.7305171);21.2349663;48.7305171;Olivov‡;14;Olivov‡ 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
257;18148;POINT (21.2351244 48.7306924);21.2351244;48.7306924;Olivov‡;16;Olivov‡ 16;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
258;18149;POINT (21.2351006 48.7308325);21.2351006;48.7308325;Olivov‡;18;Olivov‡ 18;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
259;18110;POINT (21.2366734 48.7294315);21.2366734;48.7294315;Fak¼ov‡;1;Fak¼ov‡ 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
260;18107;POINT (21.236649 48.7295877);21.236649;48.7295877;Fak¼ov‡;3;Fak¼ov‡ 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
261;18106;POINT (21.2366206 48.7297366);21.2366206;48.7297366;Fak¼ov‡;5;Fak¼ov‡ 5;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
262;18104;POINT (21.2365252 48.7302083);21.2365252;48.7302083;Fak¼ov‡;11;Fak¼ov‡ 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
263;18063;POINT (21.2370435 48.7305722);21.2370435;48.7305722;Sl‡dkovi‹ova;22;Sl‡dkovi‹ova 22;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
264;18064;POINT (21.2370135 48.7306973);21.2370135;48.7306973;Sl‡dkovi‹ova;24;Sl‡dkovi‹ova 24;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
265;18069;POINT (21.2110886 48.7166008);21.2110886;48.7166008;Zombova;17;Zombova 17;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;16.0
266;18070;POINT (21.2111923 48.717004);21.2111923;48.717004;Zombova;23;Zombova 23;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;16.0
267;18071;POINT (21.2111548 48.7168554);21.2111548;48.7168554;Zombova;21;Zombova 21;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;16.0
268;18072;POINT (21.2111291 48.7167538);21.2111291;48.7167538;Zombova;19;Zombova 19;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;16.0
269;18073;POINT (21.2071781 48.7165318);21.2071781;48.7165318;Janigova;7;Janigova 7;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;20.0
270;18075;POINT (21.2069432 48.7164975);21.2069432;48.7164975;Janigova;5;Janigova 5;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;20.0
271;18079;POINT (21.206469 48.7164283);21.206469;48.7164283;Janigova;1;Janigova 1;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;12.0
272;18080;POINT (21.2067054 48.7164628);21.2067054;48.7164628;Janigova;3;Janigova 3;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;12.0
273;18084;POINT (21.2369882 48.7308137);21.2369882;48.7308137;Sl‡dkovi‹ova;26;Sl‡dkovi‹ova 26;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
274;18087;POINT (21.2084698 48.7167203);21.2084698;48.7167203;Janigova;19;Janigova 19;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;17.0
275;18088;POINT (21.2078583 48.716631);21.2078583;48.716631;Janigova;13;Janigova 13;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;17.0
276;18089;POINT (21.2082398 48.7166867);21.2082398;48.7166867;Janigova;17;Janigova 17;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;17.0
277;18090;POINT (21.2080821 48.7166637);21.2080821;48.7166637;Janigova;15;Janigova 15;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;17.0
278;18096;POINT (21.2121661 48.7131755);21.2121661;48.7131755;Bauerova;36;Bauerova 36;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;13.0
279;18097;POINT (21.2121333 48.71328);21.2121333;48.71328;Bauerova;34;Bauerova 34;Bytovù dom;Koäice-S’dlisko KVP;S’dlisko KVP;Grunt;13.0
280;18100;POINT (21.2365225 48.731021);21.2365225;48.731021;Roz‡lska;4;Roz‡lska 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
281;18102;POINT (21.2364788 48.7305214);21.2364788;48.7305214;Fak¼ov‡;15;Fak¼ov‡ 15;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
282;17943;POINT (21.2326179 48.7293356);21.2326179;48.7293356;Nitrianska;8;Nitrianska 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
283;17941;POINT (21.2344738 48.7290234);21.2344738;48.7290234;Detvianska;4;Detvianska 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
284;17938;POINT (21.2331823 48.7286921);21.2331823;48.7286921;Terchovsk‡;1;Terchovsk‡ 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
285;17783;POINT (21.2327749 48.7265137);21.2327749;48.7265137;Kostoln‡;9;Kostoln‡ 9;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
286;17767;POINT (21.2338121 48.7264707);21.2338121;48.7264707;MagdalŽnska;7;MagdalŽnska 7;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
287;17769;POINT (21.2339842 48.7263299);21.2339842;48.7263299;MagdalŽnska;3;MagdalŽnska 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
288;17770;POINT (21.2341723 48.726179);21.2341723;48.726179;Ra‹’ potok;19;Ra‹’ potok 19;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
289;17773;POINT (21.2335732 48.7260962);21.2335732;48.7260962;Ra‹’ potok;23;Ra‹’ potok 23;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
290;17774;POINT (21.2331805 48.7260636);21.2331805;48.7260636;Ra‹’ potok;27;Ra‹’ potok 27;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
291;17777;POINT (21.2330478 48.7260588);21.2330478;48.7260588;Kostoln‡;1;Kostoln‡ 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
292;17778;POINT (21.2334866 48.7264893);21.2334866;48.7264893;MagdalŽnska;8;MagdalŽnska 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
293;17779;POINT (21.2329322 48.7262604);21.2329322;48.7262604;Kostoln‡;5;Kostoln‡ 5;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
294;17782;POINT (21.2328087 48.7264453);21.2328087;48.7264453;Kostoln‡;7;Kostoln‡ 7;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
295;17785;POINT (21.233378 48.7267635);21.233378;48.7267635;MagdalŽnska;14;MagdalŽnska 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
296;17803;POINT (21.2315505 48.7256172);21.2315505;48.7256172;Ra‹’ potok;37;Ra‹’ potok 37;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
297;17786;POINT (21.233323 48.7268513);21.233323;48.7268513;Vencov‡;24;Vencov‡ 24;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
298;17788;POINT (21.2330744 48.7267857);21.2330744;48.7267857;Vencov‡;28;Vencov‡ 28;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
