Column1;id;geometry;x;y;ulica;orientacne cislo;ulica_cislo;Typ budovy;Mestsk‡ ‹asé;M‰;Katastr‡lne œzemie;Pribliìnù po‹et bytov
10329;1981;POINT (21.28276267 48.69960552);21.28276267;48.69960552;Zaja‹ia;31;Zaja‹ia 31;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10330;1980;POINT (21.2834088 48.6992648);21.2834088;48.6992648;Opatovsk‡ cesta;74;Opatovsk‡ cesta 74;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10331;1979;POINT (21.2832803 48.699296);21.2832803;48.699296;Opatovsk‡ cesta;72;Opatovsk‡ cesta 72;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10332;1978;POINT (21.2833491 48.6994449);21.2833491;48.6994449;Opatovsk‡ cesta;70;Opatovsk‡ cesta 70;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10333;1946;POINT (21.2563184007078 48.7188093103663);21.2563184007078;48.7188093103663;Vr‡tna;7;Vr‡tna 7;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
10334;850;POINT (21.2046340828997 48.7739919997862);21.2046340828997;48.7739919997862;Kadlubsk‡;12;Kadlubsk‡ 12;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10335;1908;POINT (21.248409 48.7265111);21.248409;48.7265111;‰eskoslovenskej arm‡dy;8;‰eskoslovenskej arm‡dy 8;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;38.0
10336;849;POINT (21.2053901336844 48.7742376824179);21.2053901336844;48.7742376824179;Gazdovsk‡;3;Gazdovsk‡ 3;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10337;1899;POINT (21.2481142 48.7235473);21.2481142;48.7235473;Magursk‡;4;Magursk‡ 4;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;27.0
10338;1895;POINT (21.2472221 48.7244543);21.2472221;48.7244543;Kpt. N‡lepku;17;Kpt. N‡lepku 17;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;30.0
10339;1894;POINT (21.247251 48.7246114);21.247251;48.7246114;Kpt. N‡lepku;15;Kpt. N‡lepku 15;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;30.0
10340;1891;POINT (21.2472872 48.7247687);21.2472872;48.7247687;Kpt. N‡lepku;13;Kpt. N‡lepku 13;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;30.0
10341;1890;POINT (21.2473225 48.7249356);21.2473225;48.7249356;Kpt. N‡lepku;11;Kpt. N‡lepku 11;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;31.0
10342;1887;POINT (21.2473511 48.7250973);21.2473511;48.7250973;Kpt. N‡lepku;9;Kpt. N‡lepku 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;31.0
10343;1883;POINT (21.2544053377751 48.7237097041307);21.2544053377751;48.7237097041307;MŠsiarska;47;MŠsiarska 47;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
10344;1882;POINT (21.2065874 48.7751743);21.2065874;48.7751743;Gazdovsk‡;16A;Gazdovsk‡ 16A;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10345;1906;POINT (21.2492776 48.7263511);21.2492776;48.7263511;‰eskoslovenskej arm‡dy;2;‰eskoslovenskej arm‡dy 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;20.0
10346;1910;POINT (21.248701 48.72444);21.248701;48.72444;Kuzm‡nyho;21;Kuzm‡nyho 21;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;19.0
10347;1911;POINT (21.2486487 48.7242534);21.2486487;48.7242534;Kuzm‡nyho;23;Kuzm‡nyho 23;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;19.0
10348;1945;POINT (21.2562061682304 48.718816927723);21.2562061682304;48.718816927723;Vr‡tna;9;Vr‡tna 9;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
10349;1944;POINT (21.248345 48.7215901);21.248345;48.7215901;Vojensk‡;3;Vojensk‡ 3;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;26.0
10350;1941;POINT (21.2479325 48.7213431);21.2479325;48.7213431;Vojensk‡;4;Vojensk‡ 4;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;28.0
10351;1940;POINT (21.2476861 48.7213181);21.2476861;48.7213181;Vojensk‡;5;Vojensk‡ 5;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;28.0
10352;1937;POINT (21.2474357 48.7212864);21.2474357;48.7212864;Vojensk‡;6;Vojensk‡ 6;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;28.0
10353;27610;POINT (21.2843199 48.6962894);21.2843199;48.6962894;Baltick‡;17;Baltick‡ 17;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;6.0
10354;1935;POINT (21.2470955 48.7208807);21.2470955;48.7208807;Vojensk‡;8;Vojensk‡ 8;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;27.0
10355;27613;POINT (21.2847302524 48.6956287471);21.2847302524;48.6956287471;Baltick‡;19;Baltick‡ 19;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;16.0
10356;1934;POINT (21.2469306 48.7204602);21.2469306;48.7204602;Vojensk‡;10;Vojensk‡ 10;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;28.0
10357;27619;POINT (21.2847830096 48.696618228);21.2847830096;48.696618228;Baltick‡;21;Baltick‡ 21;Rodinnù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;1.0
10358;27620;POINT (21.2848718 48.6966559);21.2848718;48.6966559;Baltick‡;22;Baltick‡ 22;Rodinnù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;1.0
10359;848;POINT (21.2052716217169 48.7725388711624);21.2052716217169;48.7725388711624;Goroveck‡;1;Goroveck‡ 1;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10360;1933;POINT (21.2467748 48.7203313);21.2467748;48.7203313;Vojensk‡;11;Vojensk‡ 11;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;28.0
10361;27622;POINT (21.2849604983 48.6967063089);21.2849604983;48.6967063089;Baltick‡;24;Baltick‡ 24;Rodinnù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;1.0
10362;27623;POINT (21.2850086 48.696722);21.2850086;48.696722;Baltick‡;25;Baltick‡ 25;Rodinnù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;1.0
10363;27624;POINT (21.2850851418 48.6967608681);21.2850851418;48.6967608681;Baltick‡;26;Baltick‡ 26;Rodinnù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;1.0
10364;27625;POINT (21.2849938317 48.6963231276);21.2849938317;48.6963231276;Baltick‡;27;Baltick‡ 27;Rodinnù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;1.0
10365;27626;POINT (21.2845959491 48.6969073711);21.2845959491;48.6969073711;Baltick‡;18;Baltick‡ 18;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;8.0
10366;1930;POINT (21.2466234 48.7202036);21.2466234;48.7202036;Vojensk‡;12;Vojensk‡ 12;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;28.0
10367;1929;POINT (21.244501 48.7224588);21.244501;48.7224588;Karpatsk‡;13;Karpatsk‡ 13;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10368;1987;POINT (21.2809480055849 48.7004735879116);21.2809480055849;48.7004735879116;Jelenia;2;Jelenia 2;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10369;2025;POINT (21.2836726 48.7033411);21.2836726;48.7033411;Opatovsk‡ cesta;105;Opatovsk‡ cesta 105;Bytovù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10370;2024;POINT (21.2838231 48.7030341);21.2838231;48.7030341;Opatovsk‡ cesta;107;Opatovsk‡ cesta 107;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10371;2023;POINT (21.2840632 48.7027906);21.2840632;48.7027906;Opatovsk‡ cesta;109;Opatovsk‡ cesta 109;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10372;2022;POINT (21.2841664 48.7026581);21.2841664;48.7026581;Opatovsk‡ cesta;111;Opatovsk‡ cesta 111;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10373;2021;POINT (21.28440191 48.70207321);21.28440191;48.70207321;Opatovsk‡ cesta;115;Opatovsk‡ cesta 115;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10374;2020;POINT (21.2844768 48.7018301);21.2844768;48.7018301;Opatovsk‡ cesta;117;Opatovsk‡ cesta 117;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10375;2019;POINT (21.284338 48.701667);21.284338;48.701667;Opatovsk‡ cesta;119;Opatovsk‡ cesta 119;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;2.0
10376;2018;POINT (21.284673 48.7014378);21.284673;48.7014378;Opatovsk‡ cesta;123;Opatovsk‡ cesta 123;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10377;829;POINT (21.2053858 48.7770394);21.2053858;48.7770394;Obl‡;21;Obl‡ 21;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10378;1988;POINT (21.2811197 48.7005294);21.2811197;48.7005294;Jelenia;4;Jelenia 4;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10379;2039;POINT (21.285779 48.7016151);21.285779;48.7016151;V‹el‡rska paseka;19;V‹el‡rska paseka 19;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10380;2038;POINT (21.2847103 48.70274356);21.2847103;48.70274356;Opatovsk‡ cesta;111A;Opatovsk‡ cesta 111A;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10381;2037;POINT (21.2847454 48.7027651);21.2847454;48.7027651;Opatovsk‡ cesta;113;Opatovsk‡ cesta 113;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10382;2034;POINT (21.2847116 48.7032376);21.2847116;48.7032376;V œvoze;9;V œvoze 9;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10383;2033;POINT (21.2846485 48.7031513);21.2846485;48.7031513;V œvoze;11;V œvoze 11;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10384;2031;POINT (21.2408238485003 48.7256010419483);21.2408238485003;48.7256010419483;át’tov‡;9;át’tov‡ 9;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10385;2013;POINT (21.2841169 48.6998981);21.2841169;48.6998981;Opatovsk‡ cesta;139;Opatovsk‡ cesta 139;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10386;2012;POINT (21.2846114 48.6996513);21.2846114;48.6996513;Pr’kra;1;Pr’kra 1;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10387;1999;POINT (21.2840375 48.7015133);21.2840375;48.7015133;Opatovsk‡ cesta;36;Opatovsk‡ cesta 36;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10388;1998;POINT (21.2835498 48.7026392);21.2835498;48.7026392;Opatovsk‡ cesta;20;Opatovsk‡ cesta 20;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10389;1997;POINT (21.2821602 48.7022841);21.2821602;48.7022841;Zaja‹ia;3;Zaja‹ia 3;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10390;1996;POINT (21.2832993 48.70311234);21.2832993;48.70311234;Opatovsk‡ cesta;16;Opatovsk‡ cesta 16;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10391;1995;POINT (21.2808595 48.7021261);21.2808595;48.7021261;Kr‡li‹ia;12;Kr‡li‹ia 12;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10392;1994;POINT (21.2810418 48.7008876);21.2810418;48.7008876;Kr‡li‹ia;3;Kr‡li‹ia 3;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10393;1993;POINT (21.2813154 48.7007422);21.2813154;48.7007422;Jelenia;1;Jelenia 1;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10394;1992;POINT (21.2810857 48.7007265);21.2810857;48.7007265;Kr‡li‹ia;1;Kr‡li‹ia 1;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10395;1991;POINT (21.282206 48.7008915);21.282206;48.7008915;Jelenia;7;Jelenia 7;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10396;1990;POINT (21.28183454 48.70063722);21.28183454;48.70063722;Jelenia;8A;Jelenia 8A;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10397;1989;POINT (21.28156065 48.70060166);21.28156065;48.70060166;Jelenia;8;Jelenia 8;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10398;838;POINT (21.2624156 48.727756);21.2624156;48.727756;Kmeéova;26A;Kmeéova 26A;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
10399;2000;POINT (21.282428 48.70129);21.282428;48.70129;Zaja‹ia;15;Zaja‹ia 15;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10400;2001;POINT (21.2840117 48.7013859);21.2840117;48.7013859;Opatovsk‡ cesta;38;Opatovsk‡ cesta 38;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10401;2011;POINT (21.2843107 48.6996278);21.2843107;48.6996278;Opatovsk‡ cesta;145;Opatovsk‡ cesta 145;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10402;2010;POINT (21.2839633 48.6997172);21.2839633;48.6997172;Opatovsk‡ cesta;56;Opatovsk‡ cesta 56;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10403;830;POINT (21.2068384461753 48.7766990613185);21.2068384461753;48.7766990613185;Obl‡;8;Obl‡ 8;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10404;2009;POINT (21.2838506 48.699971);21.2838506;48.699971;Opatovsk‡ cesta;52;Opatovsk‡ cesta 52;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10405;2008;POINT (21.28381 48.7001184);21.28381;48.7001184;Opatovsk‡ cesta;50;Opatovsk‡ cesta 50;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10406;2007;POINT (21.28286 48.6999949);21.28286;48.6999949;Zaja‹ia;25;Zaja‹ia 25;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10407;2006;POINT (21.2831402 48.7003722);21.2831402;48.7003722;Opatovsk‡ cesta;46A;Opatovsk‡ cesta 46A;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10408;2005;POINT (21.283744 48.7003822);21.283744;48.7003822;Opatovsk‡ cesta;46;Opatovsk‡ cesta 46;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10409;2004;POINT (21.2837896 48.7005841);21.2837896;48.7005841;Opatovsk‡ cesta;44;Opatovsk‡ cesta 44;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10410;2003;POINT (21.2828814 48.7008535);21.2828814;48.7008535;Jelenia;9;Jelenia 9;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10411;2002;POINT (21.2824698 48.7009865);21.2824698;48.7009865;Zaja‹ia;19;Zaja‹ia 19;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10412;1878;POINT (21.240579 48.72674);21.240579;48.72674;át’tov‡;1;át’tov‡ 1;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;59.0
10413;1876;POINT (21.2405032335527 48.7260333928418);21.2405032335527;48.7260333928418;át’tov‡;4;át’tov‡ 4;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10414;1783;POINT (21.24319199 48.7219529);21.24319199;48.7219529;Belansk‡;3A;Belansk‡ 3A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;3.0
10415;1782;POINT (21.24308934 48.72193829);21.24308934;48.72193829;Belansk‡;3B;Belansk‡ 3B;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;3.0
10416;1781;POINT (21.24300146 48.72191841);21.24300146;48.72191841;Belansk‡;3C;Belansk‡ 3C;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;3.0
10417;1770;POINT (21.2112296 48.7717721);21.2112296;48.7717721;Na Horke;8;Na Horke 8;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10418;1769;POINT (21.2046092353434 48.7711209510745);21.2046092353434;48.7711209510745;Loveck‡;6;Loveck‡ 6;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10419;874;POINT (21.26463726 48.72739885);21.26463726;48.72739885;Thurzova;6A;Thurzova 6A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
10420;1764;POINT (21.2063639 48.7740378);21.2063639;48.7740378;Budanov‡;2A;Budanov‡ 2A;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10421;1763;POINT (21.2025419984471 48.7763327874859);21.2025419984471;48.7763327874859;VùhoËska;3;VùhoËska 3;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10422;1798;POINT (21.24389149 48.72108097);21.24389149;48.72108097;Mur‡nska;8C;Mur‡nska 8C;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10423;1796;POINT (21.24413493 48.72096072);21.24413493;48.72096072;Mur‡nska;9A;Mur‡nska 9A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10424;1795;POINT (21.24404737 48.72094658);21.24404737;48.72094658;Mur‡nska;9B;Mur‡nska 9B;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10425;1794;POINT (21.24393243 48.72093734);21.24393243;48.72093734;Mur‡nska;9C;Mur‡nska 9C;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10426;1793;POINT (21.24341697 48.7213434);21.24341697;48.7213434;Belansk‡;7A;Belansk‡ 7A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10427;1792;POINT (21.2433174 48.72132602);21.2433174;48.72132602;Belansk‡;7B;Belansk‡ 7B;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10428;1791;POINT (21.24336958 48.72149914);21.24336958;48.72149914;Belansk‡;6A;Belansk‡ 6A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10429;1787;POINT (21.2067554 48.7746936);21.2067554;48.7746936;áirok‡;7B;áirok‡ 7B;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10430;1786;POINT (21.260024 48.6868101);21.260024;48.6868101;Kapustn‡;14A;Kapustn‡ 14A;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10431;1746;POINT (21.21622257 48.77017777);21.21622257;48.77017777;Na Horke;41;Na Horke 41;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10432;1717;POINT (21.2152732958362 48.7700021449179);21.2152732958362;48.7700021449179;Na Horke;40;Na Horke 40;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10433;1707;POINT (21.2501983 48.7178223);21.2501983;48.7178223;‰ajakova;2;‰ajakova 2;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10434;1702;POINT (21.2166233 48.7714842);21.2166233;48.7714842;Pod Vitalinou;17;Pod Vitalinou 17;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10435;1701;POINT (21.21519908 48.77161406);21.21519908;48.77161406;Pod Vitalinou;7;Pod Vitalinou 7;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10436;1693;POINT (21.2115301 48.7715642);21.2115301;48.7715642;Na Horke;12;Na Horke 12;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10437;1692;POINT (21.2031062 48.7728629);21.2031062;48.7728629;Kadlubsk‡;17;Kadlubsk‡ 17;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10438;1691;POINT (21.2046862484332 48.7773548234703);21.2046862484332;48.7773548234703;K Ihrisku;5A;K Ihrisku 5A;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10439;1690;POINT (21.2038864115876 48.775923852686);21.2038864115876;48.775923852686;áamborsk‡;17A;áamborsk‡ 17A;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10440;1685;POINT (21.2460391 48.7176596);21.2460391;48.7176596;Hus‡rska;4;Hus‡rska 4;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10441;27886;POINT (21.2916996729956 48.6869255120013);21.2916996729956;48.6869255120013;Jenisejsk‡;45B;Jenisejsk‡ 45B;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;18.0
10442;1683;POINT (21.2462387 48.717712);21.2462387;48.717712;Hus‡rska;2;Hus‡rska 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;4.0
10443;1716;POINT (21.2050646 48.7761097);21.2050646;48.7761097;áamborsk‡;9A;áamborsk‡ 9A;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10444;1745;POINT (21.21243434 48.77097976);21.21243434;48.77097976;Na Horke;20;Na Horke 20;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10445;1718;POINT (21.21417977 48.77160605);21.21417977;48.77160605;Pod Vitalinou;1;Pod Vitalinou 1;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10446;1744;POINT (21.21220563 48.77112411);21.21220563;48.77112411;Na Horke;18;Na Horke 18;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10447;1743;POINT (21.2058660715578 48.776246554784);21.2058660715578;48.776246554784;Gazdovsk‡;30;Gazdovsk‡ 30;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10448;1735;POINT (21.2484966 48.7186514);21.2484966;48.7186514;Flori‡nska;13;Flori‡nska 13;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;28.0
10449;1734;POINT (21.2487144 48.7186956);21.2487144;48.7186956;Flori‡nska;11;Flori‡nska 11;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;28.0
10450;1731;POINT (21.2046267 48.7742777);21.2046267;48.7742777;Kadlubsk‡;9;Kadlubsk‡ 9;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10451;1728;POINT (21.2090194 48.7762194);21.2090194;48.7762194;áirok‡;22;áirok‡ 22;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10452;1727;POINT (21.2094555 48.7775458);21.2094555;48.7775458;Na Roìku;13A;Na Roìku 13A;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10453;1726;POINT (21.2489748 48.7187393);21.2489748;48.7187393;Flori‡nska;9;Flori‡nska 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;32.0
10454;1725;POINT (21.2491915 48.7187907);21.2491915;48.7187907;Flori‡nska;7;Flori‡nska 7;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;32.0
10455;1720;POINT (21.2145288 48.7715182);21.2145288;48.7715182;Pod Vitalinou;3;Pod Vitalinou 3;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10456;1719;POINT (21.2161016 48.7714902);21.2161016;48.7714902;Pod Vitalinou;13;Pod Vitalinou 13;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10457;1799;POINT (21.24379911 48.72125389);21.24379911;48.72125389;Mur‡nska;7C;Mur‡nska 7C;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10458;1853;POINT (21.2047987 48.7763371);21.2047987;48.7763371;áamborsk‡;11A;áamborsk‡ 11A;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10459;1849;POINT (21.2468851 48.7229012);21.2468851;48.7229012;Magursk‡;9;Magursk‡ 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;28.0
10460;1846;POINT (21.2484499 48.7222913);21.2484499;48.7222913;Kuzm‡nyho;31;Kuzm‡nyho 31;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;58.0
